rr_cd,line_cd,station_cd,line_sort,station_sort,station_g_cd,r_type,rr_name,line_name,station_name,pref_cd,lon,lat,f_flag
11,11213,1121321,11213,1121321,1121321,1,JR,JR山田線,豊間根,3,141.924739,39.534274,1
11,11213,1121322,11213,1121322,1121322,1,JR,JR山田線,陸中山田,3,141.951533,39.463449,1
11,11213,1121323,11213,1121323,1121323,1,JR,JR山田線,織笠,3,141.959497,39.447187,1
11,11213,1121324,11213,1121324,1121324,1,JR,JR山田線,岩手船越,3,141.974033,39.431369,1
11,11213,1121325,11213,1121325,1121325,1,JR,JR山田線,浪板海岸,3,141.935104,39.383537,1
11,11213,1121326,11213,1121326,1121326,1,JR,JR山田線,吉里吉里,3,141.938648,39.36957,1
11,11213,1121327,11213,1121327,1121327,1,JR,JR山田線,大槌,3,141.902894,39.356734,1
11,11213,1121328,11213,1121328,1121328,1,JR,JR山田線,鵜住居,3,141.887976,39.32694,1
11,11213,1121329,11213,1121329,1121329,1,JR,JR山田線,両石,3,141.889112,39.308062,1
11,11213,1121330,11213,1121330,1120924,1,JR,JR山田線,釜石,3,141.87267,39.273321,1
11,11214,1121401,11214,1121401,1121401,1,JR,JR羽越本線,新津,15,139.121445,37.800383,1
11,11214,1121402,11214,1121402,1121402,1,JR,JR羽越本線,京ヶ瀬,15,139.178322,37.817616,1
11,11214,1121403,11214,1121403,1121403,1,JR,JR羽越本線,水原,15,139.217237,37.836712,1
11,11214,1121404,11214,1121404,1121404,1,JR,JR羽越本線,神山,15,139.244691,37.862586,1
11,11214,1121405,11214,1121405,1121405,1,JR,JR羽越本線,月岡,15,139.272488,37.889334,1
11,11214,1121406,11214,1121406,1121406,1,JR,JR羽越本線,中浦,15,139.302689,37.912202,1
11,11214,1121407,11214,1121407,1121407,1,JR,JR羽越本線,新発田,15,139.335189,37.94412,1
11,11214,1121408,11214,1121408,1121408,1,JR,JR羽越本線,加治,15,139.358535,37.976411,1
11,11214,1121409,11214,1121409,1121409,1,JR,JR羽越本線,金塚,15,139.37949,38.020178,1
11,11214,1121410,11214,1121410,1121410,1,JR,JR羽越本線,中条,15,139.397541,38.049342,1
11,11214,1121411,11214,1121411,1121411,1,JR,JR羽越本線,平木田,15,139.427835,38.094338,1
11,11214,1121412,11214,1121412,1121412,1,JR,JR羽越本線,坂町,15,139.445838,38.119277,1
11,11214,1121413,11214,1121413,1121413,1,JR,JR羽越本線,平林,15,139.459045,38.150027,1
11,11214,1121414,11214,1121414,1121414,1,JR,JR羽越本線,岩船町,15,139.459643,38.183564,1
11,11214,1121415,11214,1121415,1121415,1,JR,JR羽越本線,村上,15,139.463306,38.219851,1
11,11214,1121416,11214,1121416,1121416,1,JR,JR羽越本線,間島,15,139.450229,38.273078,1
11,11214,1121417,11214,1121417,1121417,1,JR,JR羽越本線,越後早川,15,139.449887,38.316185,1
11,11214,1121418,11214,1121418,1121418,1,JR,JR羽越本線,桑川,15,139.458838,38.375162,1
11,11214,1121419,11214,1121419,1121419,1,JR,JR羽越本線,今川,15,139.468389,38.410081,1
11,11214,1121420,11214,1121420,1121420,1,JR,JR羽越本線,越後寒川,15,139.489948,38.448689,1
11,11214,1121421,11214,1121421,1121421,1,JR,JR羽越本線,勝木,15,139.517468,38.490315,1
11,11214,1121422,11214,1121422,1121422,1,JR,JR羽越本線,府屋,15,139.530452,38.513324,1
11,11214,1121423,11214,1121423,1121423,1,JR,JR羽越本線,鼠ヶ関,6,139.548827,38.555433,1
11,11214,1121424,11214,1121424,1121424,1,JR,JR羽越本線,小岩川,6,139.56583,38.590399,1
11,11214,1121425,11214,1121425,1121425,1,JR,JR羽越本線,あつみ温泉,6,139.587955,38.624217,1
11,11214,1121426,11214,1121426,1121426,1,JR,JR羽越本線,五十川,6,139.616182,38.670658,1
11,11214,1121427,11214,1121427,1121427,1,JR,JR羽越本線,小波渡,6,139.649836,38.692484,1
11,11214,1121428,11214,1121428,1121428,1,JR,JR羽越本線,三瀬,6,139.673643,38.699448,1
11,11214,1121429,11214,1121429,1121429,1,JR,JR羽越本線,羽前水沢,6,139.731372,38.713444,1
11,11214,1121430,11214,1121430,1121430,1,JR,JR羽越本線,羽前大山,6,139.768194,38.742155,1
11,11214,1121431,11214,1121431,1121431,1,JR,JR羽越本線,鶴岡,6,139.83538,38.74011,1
11,11214,1121432,11214,1121432,1121432,1,JR,JR羽越本線,藤島,6,139.894087,38.768646,1
11,11214,1121433,11214,1121433,1121433,1,JR,JR羽越本線,西袋,6,139.907754,38.811528,1
11,11214,1121434,11214,1121434,1121434,1,JR,JR羽越本線,余目,6,139.911348,38.844321,1
11,11214,1121435,11214,1121435,1121435,1,JR,JR羽越本線,北余目,6,139.908074,38.867538,1
11,11214,1121436,11214,1121436,1121436,1,JR,JR羽越本線,砂越,6,139.907345,38.895195,1
11,11214,1121437,11214,1121437,1121437,1,JR,JR羽越本線,東酒田,6,139.875495,38.907518,1
11,11214,1121438,11214,1121438,1121438,1,JR,JR羽越本線,酒田,6,139.845987,38.922194,1
11,11214,1121439,11214,1121439,1121439,1,JR,JR羽越本線,本楯,6,139.882081,38.968648,1
11,11214,1121440,11214,1121440,1121440,1,JR,JR羽越本線,南鳥海,6,139.898662,38.98736,1
11,11214,1121441,11214,1121441,1121441,1,JR,JR羽越本線,遊佐,6,139.905161,39.015943,1
11,11214,1121442,11214,1121442,1121442,1,JR,JR羽越本線,吹浦,6,139.878762,39.069934,1
11,11214,1121443,11214,1121443,1121443,1,JR,JR羽越本線,女鹿,6,139.880963,39.098807,1
11,11214,1121444,11214,1121444,1121444,1,JR,JR羽越本線,小砂川,5,139.885692,39.137507,1
11,11214,1121445,11214,1121445,1121445,1,JR,JR羽越本線,上浜,5,139.902823,39.164738,1
11,11214,1121446,11214,1121446,1121446,1,JR,JR羽越本線,象潟,5,139.902205,39.2078,1
11,11214,1121447,11214,1121447,1121447,1,JR,JR羽越本線,金浦,5,139.920662,39.256183,1
11,11214,1121448,11214,1121448,1121448,1,JR,JR羽越本線,仁賀保,5,139.964596,39.28979,1
11,11214,1121449,11214,1121449,1121449,1,JR,JR羽越本線,西目,5,140.018518,39.347536,1
11,11214,1121450,11214,1121450,1121450,1,JR,JR羽越本線,羽後本荘,5,140.057632,39.386877,1
11,11214,1121451,11214,1121451,1121451,1,JR,JR羽越本線,羽後岩谷,5,140.0906,39.442075,1
11,11214,1121452,11214,1121452,1121452,1,JR,JR羽越本線,折渡,5,140.091097,39.476423,1
11,11214,1121453,11214,1121453,1121453,1,JR,JR羽越本線,羽後亀田,5,140.063032,39.493884,1
11,11214,1121454,11214,1121454,1121454,1,JR,JR羽越本線,岩城みなと,5,140.055122,39.545487,1
11,11214,1121455,11214,1121455,1121455,1,JR,JR羽越本線,道川,5,140.057049,39.56054,1
11,11214,1121456,11214,1121456,1121456,1,JR,JR羽越本線,下浜,5,140.064567,39.619678,1
11,11214,1121457,11214,1121457,1121457,1,JR,JR羽越本線,桂根,5,140.066482,39.647566,1
11,11214,1121458,11214,1121458,1121458,1,JR,JR羽越本線,新屋,5,140.087799,39.677493,1
11,11214,1121459,11214,1121459,1121459,1,JR,JR羽越本線,羽後牛島,5,140.116467,39.695834,1
11,11214,1121460,11214,1121460,1120228,1,JR,JR羽越本線,秋田,5,140.129931,39.716748,1
11,11215,1121501,11215,1121501,1120231,1,JR,JR男鹿線,追分,5,140.057810,39.809925,1
11,11215,1121502,11215,1121502,1121502,1,JR,JR男鹿線,出戸浜,5,140.024374,39.844473,1
11,11215,1121503,11215,1121503,1121503,1,JR,JR男鹿線,上二田,5,140.00409,39.869089,1
11,11215,1121504,11215,1121504,1121504,1,JR,JR男鹿線,二田,5,139.987171,39.88174,1
11,11215,1121505,11215,1121505,1121505,1,JR,JR男鹿線,天王,5,139.963609,39.898782,1
11,11215,1121506,11215,1121506,1121506,1,JR,JR男鹿線,船越,5,139.946804,39.90473,1
11,11215,1121507,11215,1121507,1121507,1,JR,JR男鹿線,脇本,5,139.902657,39.915172,1
11,11215,1121508,11215,1121508,1121508,1,JR,JR男鹿線,羽立,5,139.86205,39.904569,1
11,11215,1121509,11215,1121509,1121509,1,JR,JR男鹿線,男鹿,5,139.848647,39.884571,1
11,11216,1121601,11216,1121601,1123124,1,JR,JR奥羽本線(山形線)(福島～新庄),福島,7,140.45968,37.754123,1
11,11216,1121602,11216,1121602,1121602,1,JR,JR奥羽本線(山形線)(福島～新庄),笹木野,7,140.425985,37.765926,1
11,11216,1121603,11216,1121603,1121603,1,JR,JR奥羽本線(山形線)(福島～新庄),庭坂,7,140.389847,37.771537,1
11,11216,1121604,11216,1121604,1121604,1,JR,JR奥羽本線(山形線)(福島～新庄),赤岩,7,140.335545,37.80567,1
11,11216,1121605,11216,1121605,1121605,1,JR,JR奥羽本線(山形線)(福島～新庄),板谷,6,140.268815,37.811627,1
11,11216,1121606,11216,1121606,1121606,1,JR,JR奥羽本線(山形線)(福島～新庄),峠,6,140.236041,37.811935,1
11,11216,1121607,11216,1121607,1121607,1,JR,JR奥羽本線(山形線)(福島～新庄),大沢,6,140.198010,37.839775,1
11,11216,1121608,11216,1121608,1121608,1,JR,JR奥羽本線(山形線)(福島～新庄),関根,6,140.146284,37.864592,1
11,11216,1121609,11216,1121609,1121609,1,JR,JR奥羽本線(山形線)(福島～新庄),米沢,6,140.128209,37.909478,1
11,11216,1121610,11216,1121610,1121610,1,JR,JR奥羽本線(山形線)(福島～新庄),置賜,6,140.142496,37.954093,1
11,11216,1121611,11216,1121611,1121611,1,JR,JR奥羽本線(山形線)(福島～新庄),高畠,6,140.15281,37.992314,1
11,11216,1121612,11216,1121612,1121612,1,JR,JR奥羽本線(山形線)(福島～新庄),赤湯,6,140.148978,38.047081,1
11,11216,1121613,11216,1121613,1121613,1,JR,JR奥羽本線(山形線)(福島～新庄),中川,6,140.203553,38.093349,1
11,11216,1121614,11216,1121614,1121614,1,JR,JR奥羽本線(山形線)(福島～新庄),羽前中山,6,140.218318,38.124158,1
11,11216,1121615,11216,1121615,1121615,1,JR,JR奥羽本線(山形線)(福島～新庄),かみのやま温泉,6,140.27867,38.152259,1
11,11216,1121616,11216,1121616,1121616,1,JR,JR奥羽本線(山形線)(福島～新庄),茂吉記念館前,6,140.298167,38.171249,1
11,11216,1121617,11216,1121617,1121617,1,JR,JR奥羽本線(山形線)(福島～新庄),蔵王,6,140.303299,38.20592,1
11,11216,1121618,11216,1121618,1121618,1,JR,JR奥羽本線(山形線)(福島～新庄),山形,6,140.327253,38.248098,1
11,11216,1121619,11216,1121619,1121619,1,JR,JR奥羽本線(山形線)(福島～新庄),北山形,6,140.332658,38.265902,1
11,11216,1121620,11216,1121620,1121620,1,JR,JR奥羽本線(山形線)(福島～新庄),羽前千歳,6,140.342168,38.287313,1
11,11216,1121621,11216,1121621,1121621,1,JR,JR奥羽本線(山形線)(福島～新庄),南出羽,6,140.344692,38.302834,1
11,11216,1121622,11216,1121622,1121622,1,JR,JR奥羽本線(山形線)(福島～新庄),漆山,6,140.347661,38.314477,1
11,11216,1121623,11216,1121623,1121623,1,JR,JR奥羽本線(山形線)(福島～新庄),高擶,6,140.358832,38.330726,1
11,11216,1121624,11216,1121624,1121624,1,JR,JR奥羽本線(山形線)(福島～新庄),天童,6,140.369303,38.35989,1
11,11216,1121625,11216,1121625,1121625,1,JR,JR奥羽本線(山形線)(福島～新庄),乱川,6,140.374663,38.386554,1
11,11216,1121626,11216,1121626,1121626,1,JR,JR奥羽本線(山形線)(福島～新庄),神町,6,140.378389,38.412276,1
11,11216,1121627,11216,1121627,1121627,1,JR,JR奥羽本線(山形線)(福島～新庄),さくらんぼ東根,6,140.380677,38.42806,1
11,11216,1121628,11216,1121628,1121628,1,JR,JR奥羽本線(山形線)(福島～新庄),東根,6,140.384035,38.450863,1
11,11216,1121629,11216,1121629,1121629,1,JR,JR奥羽本線(山形線)(福島～新庄),村山,6,140.386399,38.477078,1
11,11216,1121630,11216,1121630,1121630,1,JR,JR奥羽本線(山形線)(福島～新庄),袖崎,6,140.391295,38.548259,1
11,11216,1121631,11216,1121631,1121631,1,JR,JR奥羽本線(山形線)(福島～新庄),大石田,6,140.375349,38.595916,1
11,11216,1121632,11216,1121632,1121632,1,JR,JR奥羽本線(山形線)(福島～新庄),北大石田,6,140.371234,38.629487,1
11,11216,1121633,11216,1121633,1121633,1,JR,JR奥羽本線(山形線)(福島～新庄),芦沢,6,140.361016,38.655258,1
11,11216,1121634,11216,1121634,1121634,1,JR,JR奥羽本線(山形線)(福島～新庄),舟形,6,140.316157,38.691583,1
11,11216,1121635,11216,1121635,1120201,1,JR,JR奥羽本線(山形線)(福島～新庄),新庄,6,140.306064,38.76256,1
11,11217,1121701,11217,1121701,1123143,1,JR,JR仙山線,仙台,4,140.882158,38.260027,1
11,11217,1121702,11217,1121702,1121702,1,JR,JR仙山線,東照宮,4,140.88682,38.277262,1
11,11217,1121703,11217,1121703,1121703,1,JR,JR仙山線,北仙台,4,140.869885,38.281594,1
11,11217,1121704,11217,1121704,1121704,1,JR,JR仙山線,北山,4,140.851876,38.285154,1
11,11217,1121705,11217,1121705,1121705,1,JR,JR仙山線,国見,4,140.8335,38.274783,1
11,11217,1121706,11217,1121706,1121706,1,JR,JR仙山線,葛岡,4,140.818583,38.268816,1
11,11217,1121707,11217,1121707,1121707,1,JR,JR仙山線,陸前落合,4,140.789896,38.273379,1
11,11217,1121708,11217,1121708,1121708,1,JR,JR仙山線,愛子,4,140.761517,38.272661,1
11,11217,1121709,11217,1121709,1121709,1,JR,JR仙山線,陸前白沢,4,140.702333,38.278117,1
11,11217,1121710,11217,1121710,1121710,1,JR,JR仙山線,熊ヶ根,4,140.680633,38.297947,1
11,11217,1121711,11217,1121711,1121711,1,JR,JR仙山線,西仙台ハイランド,4,140.665373,38.304188,0
11,11217,1121712,11217,1121712,1121712,1,JR,JR仙山線,作並,4,140.632467,38.317738,1
11,11217,1121713,11217,1121713,1121713,1,JR,JR仙山線,八ツ森,4,140.615497,38.309041,0
11,11217,1121714,11217,1121714,1121714,1,JR,JR仙山線,奥新川,4,140.594329,38.325953,1
11,11217,1121715,11217,1121715,1121715,1,JR,JR仙山線,面白山高原,6,140.49712,38.333071,1
11,11217,1121716,11217,1121716,1121716,1,JR,JR仙山線,山寺,6,140.434773,38.309561,1
11,11217,1121717,11217,1121717,1121717,1,JR,JR仙山線,高瀬,6,140.396074,38.301677,1
11,11217,1121718,11217,1121718,1121718,1,JR,JR仙山線,楯山,6,140.370598,38.301632,1
11,11217,1121719,11217,1121719,1121620,1,JR,JR仙山線,羽前千歳,6,140.342168,38.287313,1
11,11217,1121720,11217,1121720,1121619,1,JR,JR仙山線,北山形,6,140.332658,38.265902,1
11,11217,1121721,11217,1121721,1121618,1,JR,JR仙山線,山形,6,140.327253,38.248098,1
11,11217,1121722,11217,1121704,1121722,1,JR,JR仙山線,東北福祉大前,4,140.842683,38.280468,1
11,11218,1121801,11218,1121801,1121618,1,JR,JR左沢線(フルーツライン左沢線),山形,6,140.327253,38.248098,1
11,11218,1121802,11218,1121802,1121619,1,JR,JR左沢線(フルーツライン左沢線),北山形,6,140.332658,38.265902,1
11,11218,1121803,11218,1121803,1121803,1,JR,JR左沢線(フルーツライン左沢線),東金井,6,140.302666,38.277058,1
11,11218,1121804,11218,1121804,1121804,1,JR,JR左沢線(フルーツライン左沢線),羽前山辺,6,140.271571,38.294756,1
11,11218,1121805,11218,1121805,1121805,1,JR,JR左沢線(フルーツライン左沢線),羽前金沢,6,140.270516,38.320837,1
11,11218,1121806,11218,1121806,1121806,1,JR,JR左沢線(フルーツライン左沢線),羽前長崎,6,140.273018,38.332969,1
11,11218,1121807,11218,1121807,1121807,1,JR,JR左沢線(フルーツライン左沢線),南寒河江,6,140.27767,38.356033,1
11,11218,1121808,11218,1121808,1121808,1,JR,JR左沢線(フルーツライン左沢線),寒河江,6,140.274487,38.372548,1
11,11218,1121809,11218,1121809,1121809,1,JR,JR左沢線(フルーツライン左沢線),西寒河江,6,140.26662,38.379627,1
11,11218,1121810,11218,1121810,1121810,1,JR,JR左沢線(フルーツライン左沢線),羽前高松,6,140.248666,38.397494,1
11,11218,1121811,11218,1121811,1121811,1,JR,JR左沢線(フルーツライン左沢線),柴橋,6,140.22582,38.380874,1
11,11218,1121812,11218,1121812,1121812,1,JR,JR左沢線(フルーツライン左沢線),左沢,6,140.208132,38.382223,1
11,11219,1121901,11219,1121901,1121609,1,JR,JR米坂線,米沢,6,140.128209,37.909478,1
11,11219,1121902,11219,1121902,1121902,1,JR,JR米坂線,南米沢,6,140.108364,37.896043,1
11,11219,1121903,11219,1121903,1121903,1,JR,JR米坂線,西米沢,6,140.08481,37.917279,1
11,11219,1121904,11219,1121904,1121904,1,JR,JR米坂線,成島,6,140.075584,37.943350,1
11,11219,1121905,11219,1121905,1121905,1,JR,JR米坂線,中郡,6,140.067286,37.969109,1
11,11219,1121906,11219,1121906,1121906,1,JR,JR米坂線,羽前小松,6,140.048503,38.004721,1
11,11219,1121907,11219,1121907,1121907,1,JR,JR米坂線,犬川,6,140.052038,38.025333,1
11,11219,1121908,11219,1121908,1121908,1,JR,JR米坂線,今泉,6,140.04412,38.056697,1
11,11219,1121909,11219,1121909,1121909,1,JR,JR米坂線,萩生,6,140.004207,38.06182,1
11,11219,1121910,11219,1121910,1121910,1,JR,JR米坂線,羽前椿,6,139.994293,38.038636,1
11,11219,1121911,11219,1121911,1121911,1,JR,JR米坂線,手ノ子,6,139.961264,38.011766,1
11,11219,1121912,11219,1121912,1121912,1,JR,JR米坂線,羽前沼沢,6,139.872497,38.028698,1
11,11219,1121913,11219,1121913,1121913,1,JR,JR米坂線,伊佐領,6,139.822635,38.05105,1
11,11219,1121914,11219,1121914,1121914,1,JR,JR米坂線,羽前松岡,6,139.780445,38.045391,1
11,11219,1121915,11219,1121915,1121915,1,JR,JR米坂線,小国,6,139.750167,38.061422,1
11,11219,1121916,11219,1121916,1121916,1,JR,JR米坂線,越後金丸,15,139.663521,38.066474,1
11,11219,1121917,11219,1121917,1121917,1,JR,JR米坂線,越後片貝,15,139.62239,38.070712,1
11,11219,1121918,11219,1121918,1121918,1,JR,JR米坂線,越後下関,15,139.560024,38.090037,1
11,11219,1121919,11219,1121919,1121919,1,JR,JR米坂線,越後大島,15,139.518209,38.099721,1
11,11219,1121920,11219,1121920,1121412,1,JR,JR米坂線,坂町,15,139.445838,38.119277,1
11,11220,1122001,11220,1122001,1120201,1,JR,JR陸羽西線(奥の細道最上川ライン),新庄,6,140.306064,38.76256,1
11,11220,1122002,11220,1122002,1122002,1,JR,JR陸羽西線(奥の細道最上川ライン),升形,6,140.24423,38.751646,1
11,11220,1122003,11220,1122003,1122003,1,JR,JR陸羽西線(奥の細道最上川ライン),羽前前波,6,140.209525,38.747654,1
11,11220,1122004,11220,1122004,1122004,1,JR,JR陸羽西線(奥の細道最上川ライン),津谷,6,140.186375,38.737618,1
11,11220,1122005,11220,1122005,1122005,1,JR,JR陸羽西線(奥の細道最上川ライン),古口,6,140.14602,38.737129,1
11,11220,1122006,11220,1122006,1122006,1,JR,JR陸羽西線(奥の細道最上川ライン),高屋,6,140.070936,38.752567,1
11,11220,1122007,11220,1122007,1122007,1,JR,JR陸羽西線(奥の細道最上川ライン),清川,6,140.020761,38.790152,1
11,11220,1122008,11220,1122008,1122008,1,JR,JR陸羽西線(奥の細道最上川ライン),狩川,6,139.976777,38.79367,1
11,11220,1122009,11220,1122009,1122009,1,JR,JR陸羽西線(奥の細道最上川ライン),南野,6,139.944742,38.81813,1
11,11220,1122010,11220,1122010,1121434,1,JR,JR陸羽西線(奥の細道最上川ライン),余目,6,139.911348,38.844321,1
11,11221,1122101,11221,1122101,1123156,1,JR,JR陸羽東線(奥の細道湯けむりライン),小牛田,4,141.064355,38.541111,1
11,11221,1122102,11221,1122102,1122102,1,JR,JR陸羽東線(奥の細道湯けむりライン),北浦,4,141.02305,38.55985,1
11,11221,1122103,11221,1122103,1122103,1,JR,JR陸羽東線(奥の細道湯けむりライン),陸前谷地,4,140.999453,38.565152,1
11,11221,1122104,11221,1122104,1122104,1,JR,JR陸羽東線(奥の細道湯けむりライン),古川,4,140.967876,38.571192,1
11,11221,1122105,11221,1122105,1122105,1,JR,JR陸羽東線(奥の細道湯けむりライン),塚目,4,140.937093,38.572474,1
11,11221,1122106,11221,1122106,1122106,1,JR,JR陸羽東線(奥の細道湯けむりライン),西古川,4,140.895416,38.578214,1
11,11221,1122107,11221,1122107,1122107,1,JR,JR陸羽東線(奥の細道湯けむりライン),東大崎,4,140.897015,38.605627,1
11,11221,1122108,11221,1122108,1122108,1,JR,JR陸羽東線(奥の細道湯けむりライン),西大崎,4,140.889638,38.629986,1
11,11221,1122109,11221,1122109,1122109,1,JR,JR陸羽東線(奥の細道湯けむりライン),岩出山,4,140.871492,38.652508,1
11,11221,1122110,11221,1122110,1122110,1,JR,JR陸羽東線(奥の細道湯けむりライン),有備館,4,140.86442,38.658135,1
11,11221,1122111,11221,1122111,1122111,1,JR,JR陸羽東線(奥の細道湯けむりライン),上野目,4,140.859342,38.680563,1
11,11221,1122112,11221,1122112,1122112,1,JR,JR陸羽東線(奥の細道湯けむりライン),池月,4,140.835732,38.708948,1
11,11221,1122113,11221,1122113,1122113,1,JR,JR陸羽東線(奥の細道湯けむりライン),川渡温泉,4,140.779317,38.736834,1
11,11221,1122114,11221,1122114,1122114,1,JR,JR陸羽東線(奥の細道湯けむりライン),鳴子御殿湯,4,140.737148,38.744612,1
11,11221,1122115,11221,1122115,1122115,1,JR,JR陸羽東線(奥の細道湯けむりライン),鳴子温泉,4,140.715939,38.743193,1
11,11221,1122116,11221,1122116,1122116,1,JR,JR陸羽東線(奥の細道湯けむりライン),中山平温泉,4,140.668103,38.726568,1
11,11221,1122117,11221,1122117,1122117,1,JR,JR陸羽東線(奥の細道湯けむりライン),堺田,6,140.612902,38.73549,1
11,11221,1122118,11221,1122118,1122118,1,JR,JR陸羽東線(奥の細道湯けむりライン),赤倉温泉,6,140.553647,38.730535,1
11,11221,1122119,11221,1122119,1122119,1,JR,JR陸羽東線(奥の細道湯けむりライン),立小路,6,140.542678,38.742045,1
11,11221,1122120,11221,1122120,1122120,1,JR,JR陸羽東線(奥の細道湯けむりライン),最上,6,140.517712,38.755959,1
11,11221,1122121,11221,1122121,1122121,1,JR,JR陸羽東線(奥の細道湯けむりライン),大堀,6,140.475377,38.76592,1
11,11221,1122122,11221,1122122,1122122,1,JR,JR陸羽東線(奥の細道湯けむりライン),鵜杉,6,140.453698,38.764962,1
11,11221,1122123,11221,1122123,1122123,1,JR,JR陸羽東線(奥の細道湯けむりライン),瀬見温泉,6,140.419557,38.755192,1
11,11221,1122124,11221,1122124,1122124,1,JR,JR陸羽東線(奥の細道湯けむりライン),東長沢,6,140.382195,38.718898,1
11,11221,1122125,11221,1122125,1122125,1,JR,JR陸羽東線(奥の細道湯けむりライン),長沢,6,140.365969,38.709782,1
11,11221,1122126,11221,1122126,1122126,1,JR,JR陸羽東線(奥の細道湯けむりライン),南新庄,6,140.316212,38.721629,1
11,11221,1122127,11221,1122127,1120201,1,JR,JR陸羽東線(奥の細道湯けむりライン),新庄,6,140.306064,38.76256,1
11,11222,1122201,11222,1122201,1122201,1,JR,JR仙石線,あおば通,4,140.878514,38.260749,1
11,11222,1122202,11222,1122202,1123143,1,JR,JR仙石線,仙台,4,140.882158,38.260027,1
11,11222,1122203,11222,1122203,1122203,1,JR,JR仙石線,榴ヶ岡,4,140.893782,38.258792,1
11,11222,1122204,11222,1122204,1122204,1,JR,JR仙石線,宮城野原,4,140.905155,38.26115,1
11,11222,1122205,11222,1122205,1122205,1,JR,JR仙石線,陸前原ノ町,4,140.910638,38.266017,1
11,11222,1122206,11222,1122206,1122206,1,JR,JR仙石線,苦竹,4,140.918867,38.268722,1
11,11222,1122207,11222,1122207,1122207,1,JR,JR仙石線,小鶴新田,4,140.935446,38.273455,1
11,11222,1122208,11222,1122208,1122208,1,JR,JR仙石線,福田町,4,140.958252,38.274967,1
11,11222,1122209,11222,1122209,1122209,1,JR,JR仙石線,陸前高砂,4,140.967607,38.27344,1
11,11222,1122210,11222,1122210,1122210,1,JR,JR仙石線,中野栄,4,140.985236,38.280796,1
11,11222,1122211,11222,1122211,1122211,1,JR,JR仙石線,多賀城,4,141.005375,38.291656,1
11,11222,1122212,11222,1122212,1122212,1,JR,JR仙石線,下馬,4,141.014965,38.305833,1
11,11222,1122213,11222,1122213,1122213,1,JR,JR仙石線,西塩釜,4,141.018419,38.31194,1
11,11222,1122214,11222,1122214,1122214,1,JR,JR仙石線,本塩釜,4,141.022477,38.317715,1
11,11222,1122215,11222,1122215,1122215,1,JR,JR仙石線,東塩釜,4,141.031665,38.325572,1
11,11222,1122216,11222,1122216,1122216,1,JR,JR仙石線,陸前浜田,4,141.041818,38.350747,1
11,11222,1122217,11222,1122217,1122217,1,JR,JR仙石線,松島海岸,4,141.058523,38.368529,1
11,11222,1122218,11222,1122218,1122218,1,JR,JR仙石線,高城町,4,141.07344,38.382731,1
11,11222,1122219,11222,1122219,1122219,1,JR,JR仙石線,手樽,4,141.092846,38.38715,1
11,11222,1122220,11222,1122220,1122220,1,JR,JR仙石線,陸前富山,4,141.107208,38.386307,1
11,11222,1122221,11222,1122221,1122221,1,JR,JR仙石線,陸前大塚,4,141.12947,38.379078,1
11,11222,1122222,11222,1122222,1122222,1,JR,JR仙石線,東名,4,141.14236,38.370246,1
11,11222,1122223,11222,1122223,1122223,1,JR,JR仙石線,野蒜,4,141.160133,38.375015,1
11,11222,1122224,11222,1122224,1122224,1,JR,JR仙石線,陸前小野,4,141.174345,38.396018,1
11,11222,1122225,11222,1122225,1122225,1,JR,JR仙石線,鹿妻,4,141.190073,38.403315,1
11,11222,1122226,11222,1122226,1122226,1,JR,JR仙石線,矢本,4,141.209148,38.420432,1
11,11222,1122227,11222,1122227,1122227,1,JR,JR仙石線,東矢本,4,141.22216,38.427993,1
11,11222,1122228,11222,1122228,1122228,1,JR,JR仙石線,陸前赤井,4,141.238883,38.432442,1
11,11222,1122229,11222,1122229,1122229,1,JR,JR仙石線,蛇田,4,141.277652,38.438218,1
11,11222,1122230,11222,1122230,1122230,1,JR,JR仙石線,陸前山下,4,141.288868,38.437718,1
11,11222,1122231,11222,1122231,1122231,1,JR,JR仙石線,石巻,4,141.303553,38.43538,1
11,11223,1122301,11223,1122301,1123156,1,JR,JR石巻線,小牛田,4,141.064355,38.541111,1
11,11223,1122302,11223,1122302,1122302,1,JR,JR石巻線,上涌谷,4,141.099473,38.549194,1
11,11223,1122303,11223,1122303,1122303,1,JR,JR石巻線,涌谷,4,141.127359,38.538151,1
11,11223,1122304,11223,1122304,1122304,1,JR,JR石巻線,前谷地,4,141.194345,38.512187,1
11,11223,1122305,11223,1122305,1122305,1,JR,JR石巻線,佳景山,4,141.239622,38.497974,1
11,11223,1122306,11223,1122306,1122306,1,JR,JR石巻線,鹿又,4,141.283016,38.485851,1
11,11223,1122307,11223,1122307,1122307,1,JR,JR石巻線,曽波神,4,141.287848,38.465993,1
11,11223,1122308,11223,1122308,1122231,1,JR,JR石巻線,石巻,4,141.303553,38.43538,1
11,11223,1122309,11223,1122309,1122309,1,JR,JR石巻線,陸前稲井,4,141.334847,38.445463,1
11,11223,1122310,11223,1122310,1122310,1,JR,JR石巻線,渡波,4,141.365123,38.420051,1
11,11223,1122311,11223,1122311,1122311,1,JR,JR石巻線,万石浦,4,141.368555,38.428855,1
11,11223,1122312,11223,1122312,1122312,1,JR,JR石巻線,沢田,4,141.38234,38.432397,1
11,11223,1122313,11223,1122313,1122313,1,JR,JR石巻線,浦宿,4,141.421355,38.436542,1
